CITY,STATE,IBGE_ID,CAPITAL,IBGE_RES_POP_ESTR_PERC,IBGE_DU_RATE,IBGE_DU_RURAL_PERC,IBGE_POP_UP_PERC,IBGE_0-14_PERC,IBGE_15-59_PERC,IBGE_60+_PERC,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM Ranking 2010,IDHM,IDHM_Renda,IDHM_Longevidade,IDHM_Educacao,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,REGIAO_TUR,CATEGORIA_TUR,RURAL_URBAN,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,GVA_TOTAL,TAXES,GDP,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,CARS_RATE,MOTORCYCLES_RATE,UBER,MCDONALDS,WALMART,POST_OFFICES_RATE,IBGE_POP_10+_2010,IBGE_EDU_0_PERC,IBGE_EDU_1_PERC,IBGE_EDU_2_PERC,IBGE_EDU_3_PERC,IBGE_EDU_NA_PERC,IBGE_ESTIMATED_POP_2017,HOMICIDES,HIDDEN_HOMICIDES,GINI_INDEX_2000,GINI_INDEX_2010,ILLITERACY_RATE_10+_2010,UNEMPLOYMENT_RATE_10+_2010
Jucati,PE,2608255,0,0,0.282629197,0.719052386,0.266408902,0.278938053,0.581238938,0.139823009,5754,6635,5204,0.55,0.541,0.681,0.451,-36.49038652,-8.707028964,823.22,79,121,120.6,Sem Região,Z,Rural Adjacente,24399.74,2175.33,16756.92,48893.07,92225.05,2058.72,94.28,11269,8366.65,"Administração, defesa, educação e saúde públicas e seguridade social",34434008,55,1,0,3,0,0,1,31,8,0,0,0,0,1,0,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0.081242848,0.108441158,0,0,0,17.60408415,0.809883063,0.753726129,0.138681882,0.095016302,0.011411272,0.001164415,11334,5,0,0.5357,0.5123,0.291574409,0.477916327
Jucuruçu,BA,2918456,0,0,0.292419825,0.761714855,0.221185617,0.249121265,0.636643234,0.114235501,3993,23310,5313,0.541,0.508,0.751,0.415,-40.15881263,-16.84451615,217.92,60,150,1457.86,Sem Região,Z,Rural Adjacente,42535.83,3669.42,14867.55,32945.16,94017.96,2513.69,96531.65,10032,9622.37,"Administração, defesa, educação e saúde públicas e seguridade social",21177457,38,3,0,2,0,0,0,26,0,2,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.027286454,0.096742882,0,0,0,86.28127696,0.830223518,0.753833548,0.120098326,0.109329275,0.008896172,0.007725623,9924,4,0,0.6093,0.561,0.28990955,0.478797134
Jucurutu,RN,2406106,0,0,0.29838345,0.388899413,0.595014696,0.218105823,0.638833476,0.143060701,612,572,4139,0.601,0.583,0.755,0.492,-37.02022583,-6.033418784,69.88,188,110,933.73,Polo Seridó,D,Rural Adjacente,16.8,19306.09,51720.55,85.82,173.65,14.87,188517.37,18490,10195.64,"Administração, defesa, educação e saúde públicas e seguridade social",,211,1,0,27,0,0,4,106,6,5,0,0,0,2,5,7,18,4,3,23,0,0,1,80,0,1,0,1,0,44633650,0.073437671,0.226168327,0,0,0,5.472255664,0.858071445,0.718661485,0.127066728,0.130162703,0.018048877,0.006060207,18530,2,0,0.5772,0.4697,0.291268534,0.362635914
Juína,MT,5105150,0,0.000484015,0.303375366,0.120497103,0.783645395,0.260776282,0.662603212,0.076620506,13085,46519,1440,0.716,0.733,0.845,0.593,-58.76221715,-11.42201803,358.62,1721,4639,26189.92,Região Turística Vale Do Juruena,C,Urbano,104055.59,101890.63,425279.77,219886.73,851.11,102.77,953886.79,39734,24006.82,Demais serviços,85033950,847,9,7,121,0,3,14,410,32,42,11,6,9,37,24,5,20,55,7,35,0,0,0,0,1,2,1,2,144140309,612290842,0.160371593,0.431047549,0,0,0,7.33406674,0.837269138,0.585724283,0.152036998,0.200261661,0.048863602,0.013113457,39779,19,0,0.5948,0.6052,0.09145637,0.393827911
Juiz De Fora,MG,3136702,0,0.00203391,0.330541388,0.010952819,0.967009978,0.190390532,0.673311753,0.136297715,269,1233,147,0.778,0.784,0.844,0.711,-43.34881727,-21.76092431,695.25,58047,161794,1435.75,Caminho Novo,B,Urbano,36576.11,2568259.59,7897885.61,2238044.31,12740765.63,1792187.11,14532952.73,559636,25968.58,Demais serviços,1328644341,19513,40,19,1456,5,21,934,6780,623,1742,343,217,456,1022,2947,12,648,901,290,1057,0,0,14,2622,36,21,5,2,5786482351,12108009989,0.317713668,0.073246974,1,0,0,2.658113448,0.882436121,0.402333417,0.178314364,0.282387418,0.134023334,0.002943662,563769,137,27,0.5772,0.5655,0.031085309,0.315642703
Júlio Borges,PI,2205524,0,0,0.253303555,0.679647318,0.294993486,0.322397476,0.603785489,0.073817035,1640,1754,4606,0.58,0.5,0.777,0.508,-44.24370063,-10.32678681,424.63,45,46,1283.92,Polo Das Nascentes,E,Rural Remoto,5.32,1246.23,5863.67,24435.65,36870.46,1159.43,38029.89,5523,6885.73,"Administração, defesa, educação e saúde públicas e seguridade social",,36,1,0,0,0,0,0,28,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0.019593872,0.069291058,0,0,0,17.81261133,0.811278615,0.681578344,0.163569626,0.12135811,0.032805689,0.000688231,5534,0,0,0.6172,0.5331,0.173204864,0.498967653
Júlio De Castilhos,RS,4311205,0,0.000255376,0.325808264,0.170559649,0.81735533,0.22608261,0.629319503,0.144597888,101789,329178,1436,0.716,0.733,0.833,0.602,-53.68309961,-29.22644912,528.46,1253,2219,1929.4,Central,D,Urbano,298777.77,52920.92,506945.16,95681.93,954325.78,117274.61,1071600.38,20032,53494.43,Comércio e reparação de veículos automotores e motocicletas,53577322,655,6,0,36,0,3,24,311,78,34,9,3,4,35,23,2,28,14,12,33,0,0,1,78,1,3,1,3,14738565,475450534,0.326223921,0.080458583,0,0,0,15.4926668,0.860973492,0.561725099,0.195289791,0.176543869,0.065076823,0.001423741,20012,2,0,0.5984,0.599,0.05165964,0.345347663
Júlio Mesquita,SP,3525805,0,0.000677201,0.30993228,0.046613256,0.951241535,0.23540579,0.624584718,0.140009492,2140,14815,1449,0.716,0.659,0.813,0.686,-49.79079428,-22.013169,539.64,422,331,128.18,Alto Cafezal,E,Intermediário Adjacente,6.81,2191.44,19.83,20458.86,49283.18,1695.92,50979.1,4710,10823.59,"Administração, defesa, educação e saúde públicas e seguridade social",15944327,138,10,0,1,0,0,5,70,11,4,1,0,0,4,7,3,2,5,5,10,0,0,0,0,0,1,0,1,0,25033154,0.241582492,0.042929293,0,0,0,21.04377104,0.855079007,0.53405491,0.167106653,0.223072862,0.059662091,0.015839493,4733,0,0,0.5599,0.4153,0.108649789,0.326740506
Jumirim,SP,3525854,0,0.002859185,0.305575411,0.404678363,0.577912795,0.199134199,0.670377242,0.130488559,610,3506,743,0.741,0.721,0.863,0.655,-47.79817351,-23.08256,554.12,144,664,56.69,Raízes Do Interior Paulista,D,Rural Adjacente,5.12,22612.56,17935.53,16.34,62004.61,9.86,71859.8,3190,22526.58,Demais serviços,15846975,111,34,2,28,0,0,4,19,6,6,0,1,0,1,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.297435897,0.056711916,0,0,0,30.16591252,0.859899929,0.541978387,0.170822943,0.216126351,0.071487947,0,3237,1,0,0.3993,0.3971,0.06014102,0.272086271
Junco Do Maranhão,MA,2105658,0,0,0.245771144,0.28340081,0.700995025,0.317955997,0.600070972,0.081973031,873,2527,5175,0.552,0.55,0.69,0.443,-46.07072607,-1.874609598,53.85,147,45,564.54,Sem Região,Z,Rural Adjacente,13.98,1305.44,8979.35,13535.4,37.8,1384.07,39181.65,3330,11766.26,"Administração, defesa, educação e saúde públicas e seguridade social",18166735,28,1,0,0,0,0,0,15,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042783799,0.150313748,0,0,0,28.5225328,0.782587065,0.743801653,0.106802289,0.114431024,0.026382708,0.008582327,3237,0,0,0.5135,0.5219,0.238231552,0.452608142
Junco Do Seridó,PB,2507804,0,0,0.285413217,0.324367089,0.657383712,0.259903824,0.629035951,0.111060224,932,196,3756,0.617,0.571,0.715,0.576,-36.71644123,-6.993337649,587.25,27,36,170.42,Cariri,D,Rural Adjacente,3136.26,14224.44,18753.53,30847.52,66961.75,3337.21,70298.95,7111,9885.94,"Administração, defesa, educação e saúde públicas e seguridade social",,76,1,13,5,0,0,4,39,1,1,1,0,0,1,1,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0.067286036,0.048845721,0,0,0,14.07657658,0.827337047,0.644650655,0.152838428,0.175946143,0.026564774,0,7165,2,0,0.5155,0.4814,0.201747997,0.4002185
Jundiá,RN,2406155,0,0,0.29173646,0.718660287,0.256002233,0.268266085,0.577971647,0.153762268,357,1897,4280,0.595,0.552,0.775,0.492,-35.32778852,-6.269169331,88.34,162,46,44.64,Sem Região,Z,Rural Adjacente,1898.43,1002.5,4.83,20.13,27862.53,597.3,28459.83,3881,7333.12,"Administração, defesa, educação e saúde públicas e seguridade social",11517829,14,0,0,0,0,0,1,7,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059127292,0.138135812,0,0,0,25.81977795,0.82998325,0.720484359,0.140935082,0.118735284,0.012781702,0.007063572,3910,0,1,,0.4417,0.330865029,0.401884887
Jundiá,AL,2703908,0,0,0.269395526,0.318021201,0.665873394,0.30200143,0.610078628,0.087919943,2384,10517,5007,0.562,0.573,0.715,0.434,-35.5555973,-8.938876754,102.93,42,38,88.79,Sem Região,Z,Rural Adjacente,12829.97,1.34,8.16,21425.4,43752.73,0.67,44.42,4249,10454.84,"Administração, defesa, educação e saúde públicas e seguridade social",16474537,24,0,0,0,0,0,1,12,3,1,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057724551,0.059640719,0,0,0,23.95209581,0.816515945,0.758088021,0.118041387,0.090352667,0.0271058,0.006412125,4231,2,0,0.5077,0.5381,0.30273097,0.467460779
Jundiaí,SP,3525904,0,0.003993235,0.319666816,0.03948714,0.874353599,0.182080273,0.678305796,0.139613931,2430,63824,11,0.82,0.834,0.866,0.768,-46.88527397,-23.187668,760.16,92215,166371,431.21,Circuito Das Frutas,B,Urbano,130551.25,7409989.1,23110009.69,1842.82,32493369.74,7289.37,39782735.72,405740,98049.82,Demais serviços,1630920489,16395,198,11,1030,2,42,742,5431,833,1152,648,310,458,1292,1904,9,586,802,230,715,0,0,9,1526,45,20,6,2,11139673441,10586167152,0.511361828,0.123835009,0,5,0,1.687519587,0.87850894,0.369133255,0.178291236,0.281197814,0.16513152,0.006246175,409497,25,0,0.5434,0.5435,0.029424158,0.309136651
Jundiaí Do Sul,PR,4112900,0,0.002039033,0.323623653,0.388838884,0.569472764,0.206649616,0.597442455,0.195907928,23009,73985,2247,0.688,0.66,0.817,0.605,-50.24935357,-23.43790945,509.14,44,216,320.82,Sem Região,Z,Rural Adjacente,59646.76,3652.08,14610.7,18058.66,95968.19,2198.26,98166.45,3443,28511.89,"Agricultura, inclusive apoio à agricultura e a pós colheita",,55,2,0,2,0,0,1,28,2,2,0,0,1,2,4,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0.222624434,0.086576169,0,0,0,30.16591252,0.858141567,0.644263408,0.123217923,0.187033265,0.041751527,0.003733876,3430,1,0,0.7216,0.4992,0.129931973,0.344557823
Junqueiro,AL,2704005,0,0,0.267746266,0.67878408,0.326858533,0.297907842,0.61391349,0.088178668,9842,51222,4748,0.575,0.586,0.714,0.454,-36.47152182,-9.93161039,169.92,295,190,247.72,Agreste,D,Rural Adjacente,177713.68,12908.7,76.96,85.87,353457.96,10066.74,363.52,25088,14489.98,"Agricultura, inclusive apoio à agricultura e a pós colheita",,240,5,1,8,0,0,5,111,54,9,4,0,0,5,14,2,3,1,7,11,0,0,1,28,1,1,1,1,11053985,28386189,0.058105212,0.116008249,0,0,0,4.043508148,0.819055211,0.743686933,0.127541874,0.107206884,0.021564309,0,25093,11,0,0.6447,0.5691,0.290148517,0.464052623
Junqueirópolis,SP,3526001,0,0.000534017,0.309088967,0.114547339,0.819555698,0.191829022,0.641102496,0.167068482,26623,133218,666,0.745,0.727,0.86,0.662,-51.43401195,-21.51127575,429.74,632,2423,582.57,Sem Região,Z,Urbano,60566.41,486627.93,274171.4,71516.8,892882.54,58412.5,951295.04,20211,47068.18,Indústrias de transformação,54533760,1063,464,0,32,0,1,43,262,85,37,7,9,8,19,15,2,13,26,10,30,0,0,0,0,2,2,2,2,217398878,266155651,0.335850711,0.138618203,0,0,0,4.872344572,0.887536046,0.514440433,0.217388688,0.185018051,0.082551143,0.000541516,20353,1,0,0.5386,0.4432,0.074684305,0.299037883
Jupi,PE,2608305,0,0,0.290113097,0.360412475,0.609047793,0.268839104,0.594704684,0.136456212,8513,13159,4746,0.575,0.56,0.698,0.487,-36.41173374,-8.706096853,748.87,111,309,104.99,Sem Região,Z,Rural Adjacente,33855.91,8.57,32730.64,58477.45,133634.65,4869.54,138504.19,14620,9473.61,"Administração, defesa, educação e saúde públicas e seguridade social",35050198,108,2,0,9,0,0,2,62,4,2,2,0,1,5,2,2,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0.116566081,0.1264664,0,0,0,6.781040212,0.824078803,0.7264034,0.143350452,0.103329201,0.025854436,0.001062511,14712,9,0,0.6144,0.5052,0.291533829,0.422954304
Jupiá,SC,4209177,0,0,0.31424581,0.493333333,0.456238361,0.22755102,0.629591837,0.142857143,3292,10466,1335,0.72,0.708,0.862,0.61,-52.73438054,-26.39370282,833.97,34,122,91.65,Sem Região,Z,Rural Adjacente,19906.52,5318.64,12339.22,12897.32,50.46,2729.25,53190.94,2134,24925.46,"Administração, defesa, educação e saúde públicas e seguridade social",12464077,55,0,0,13,0,0,0,24,10,0,0,0,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0.357345972,0.181990521,0,0,0,47.39336493,0.858007449,0.638090071,0.169831796,0.16440586,0.028214867,0,2127,0,0,0.6069,0.5727,0.092091008,0.33531961
Juquiá,SP,3526100,0,0.002805778,0.30910319,0.37065053,0.340226541,0.247251069,0.616371411,0.13637752,3525,94712,1931,0.7,0.654,0.823,0.637,-47.63534197,-24.32070308,25.22,1790,2189,812.8,Caminhos Da Mata Atlântica,D,Rural Adjacente,121914.02,17649.42,125874.68,67.46,332896.41,13146.88,346043.29,19274,17953.89,"Agricultura, inclusive apoio à agricultura e a pós colheita",41546432,278,10,3,26,0,0,6,131,10,26,2,4,6,9,7,2,5,4,1,26,0,0,2,158,2,1,2,1,134110700,65947995,0.217103871,0.091918765,0,0,0,5.28876666,0.844902837,0.575794847,0.162782117,0.209335219,0.042863293,0.009286022,19192,3,0,0.6338,0.4947,0.099063578,0.425394283
Juquitiba,SP,3526209,0,0.002505481,0.305146675,0.233550006,0.361241605,0.262402466,0.646854831,0.090742703,0,0,1648,0.71,0.68,0.791,0.662,-47.08159407,-23.9356892,717.42,4688,5488,522.17,"Mananciais, Aventura E Arte",D,Rural Adjacente,772.21,44792.48,250752.51,108081.95,404399.15,38069.65,442468.8,30837,14348.63,Demais serviços,64196313,599,17,4,23,0,1,15,260,42,37,46,4,7,33,44,2,18,8,14,24,0,0,0,0,2,2,2,2,121392192,152316767,0.312309909,0.088106291,0,0,0,9.604610213,0.835960608,0.53207343,0.180202306,0.232985056,0.044166008,0.010531574,31027,4,13,0.5242,0.5159,0.096830547,0.452915731
Juramento,MG,3136801,0,0,0.292730367,0.449335548,0.551908583,0.264317181,0.629955947,0.105726872,168,364,2696,0.669,0.601,0.808,0.617,-43.59019362,-16.85127046,682.73,117,33,431.63,Sertão Gerais,D,Rural Adjacente,8254.79,3.03,9708.78,19432.94,40425.64,1473.56,41899.2,4342,9649.75,"Administração, defesa, educação e saúde públicas e seguridade social",11114203,51,3,0,4,0,0,1,13,5,1,0,0,0,0,4,3,3,1,0,13,0,0,0,0,0,0,0,0,0,0,0.049582947,0.051668211,0,0,0,23.16960148,0.85266229,0.585115483,0.19190191,0.197889934,0.0213858,0.003706872,4358,0,1,0.4633,0.4324,0.145267372,0.394338004
Juranda,PR,4112959,0,0.000785238,0.320507787,0.225398122,0.760371679,0.221858864,0.658347676,0.11979346,54706,161571,1693,0.708,0.678,0.818,0.639,-52.8444865,-24.41639065,517.23,45,452,354.36,Sem Região,Z,Rural Adjacente,111781.26,11849.65,149459.57,32.61,305.7,27729.87,333429.63,7669,43477.59,"Agricultura, inclusive apoio à agricultura e a pós colheita",21161944,197,4,0,9,0,0,5,103,10,14,3,2,1,7,6,2,8,9,0,14,0,0,2,84,0,1,0,1,0,145496490,0.35204979,0.196319848,0,0,0,40.58990664,0.866378746,0.59244713,0.167824773,0.193504532,0.043806647,0.002416918,7650,2,0,0.6063,0.4457,0.111328713,0.321030431
Jurema,PE,2608404,0,0,0.287325493,0.356151269,0.600852761,0.292434474,0.547441914,0.160123612,4210,7688,5504,0.509,0.522,0.681,0.372,-36.13595449,-8.719667174,737.9,219,334,148.25,Sem Região,Z,Rural Adjacente,11100.94,3.9,24077.74,59741.07,98.82,2569.45,101387.2,15229,6657.51,"Administração, defesa, educação e saúde públicas e seguridade social",35251760,126,1,1,3,0,0,3,64,2,2,2,0,0,2,2,5,21,1,1,16,0,0,0,0,0,1,0,1,0,14258562,0.067349736,0.071526463,0,0,0,6.526137179,0.807234716,0.825609133,0.093371954,0.0721588,0.007071051,0.001874255,15284,8,0,0.616,0.5139,0.335595521,0.470648117
Jurema,PI,2205532,0,0,0.280053133,0.802371542,0.190834625,0.29350348,0.607888631,0.098607889,3980,395,5137,0.555,0.511,0.767,0.435,-43.13310974,-9.22202472,448.75,50,22,1271.89,Sem Região,Z,Rural Adjacente,2229.34,1616.09,7.15,20846.13,31843.77,1281.9,33125.67,4671,7091.77,"Administração, defesa, educação e saúde públicas e seguridade social",14824961,17,1,0,0,0,0,1,9,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.029275484,0.074136479,0,0,0,21.06149958,0.81912774,0.76,0.12,0.10027027,0.017297297,0.002702703,4683,0,0,0.5383,0.5592,0.326486486,0.53
Juripiranga,PB,2507903,0,0,0.284165283,0.060845651,0.935332617,0.272689295,0.592062663,0.135248042,5043,40685,5233,0.55,0.544,0.677,0.448,-35.23945405,-7.370290773,122.22,36,153,78.56,Vale Do Paraíba,D,Urbano,19.06,3737.39,24679.06,47512.72,94986.79,4319.17,99305.96,10721,9262.75,"Administração, defesa, educação e saúde públicas e seguridade social",19584387,69,1,0,4,0,0,0,43,0,3,1,0,0,1,1,3,5,1,1,5,0,0,0,0,0,0,0,0,0,0,0.056079127,0.044508724,0,0,0,9.330969488,0.823190388,0.763260947,0.08757565,0.123650172,0.016019936,0.009493295,10770,3,0,0.5332,0.5403,0.314588039,0.461657353
Juru,PB,2508000,0,0,0.276613067,0.534584253,0.44361897,0.260380821,0.608396421,0.131222758,2730,1266,4868,0.57,0.552,0.758,0.443,-37.81926449,-7.534307138,588.22,7,26,403.28,Vale Dos Sertões,E,Rural Adjacente,5086.44,2382.36,15781.71,45340.83,68591.34,2417.47,71008.8,9880,7187.13,"Administração, defesa, educação e saúde públicas e seguridade social",20865362,75,0,0,2,0,0,1,45,0,1,1,0,1,0,1,3,8,1,0,11,0,0,0,0,0,0,0,0,0,0,0.029334412,0.070908355,0,0,0,10.11531459,0.841644616,0.763482467,0.113301088,0.090205562,0.022853688,0.010157195,9868,0,1,0.5917,0.5185,0.299599077,0.445753857
Juruá,AM,1302207,0,0.000555453,0.185891502,0.422310757,0.525458248,0.3965821,0.553382664,0.050035236,135,1275,5449,0.522,0.538,0.704,0.376,-66.06304193,-3.474889599,64.38,121,37,19442.55,Sem Região,Z,Rural Remoto,16612.26,3185.78,12.84,54265.02,86903.12,1849.81,88.75,13581,6535.08,"Administração, defesa, educação e saúde públicas e seguridade social",32018574,21,1,0,0,0,0,0,16,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000349357,0.028437675,0,0,0,6.987143656,0.716811702,0.794265788,0.09234147,0.095182746,0.013948082,0.004132765,13956,1,0,0.7268,0.6056,0.323540781,0.57531246
Juruaia,MG,3136900,0,0,0.305369128,0.505140021,0.485711193,0.218408736,0.677512815,0.104078449,4327,49203,1232,0.723,0.794,0.86,0.553,-46.58059648,-21.24935594,873.49,433,541,220.35,Montanhas Cafeeiras De Minas,D,Rural Adjacente,49754.65,24655.8,55.21,39346.28,168964.74,9052.74,178017.49,10235,17393.01,Demais serviços,21619045,380,1,1,186,0,0,10,119,8,12,0,1,7,5,5,2,2,8,2,11,0,0,1,40,0,0,0,0,0,0,0.290489417,0.245378795,0,0,0,19.15525333,0.865988309,0.661375,0.158375,0.134875,0.036875,0.0085,10341,0,0,0.4429,0.6452,0.058167231,0.26538799
Juruena,MT,5105176,0,0.000535666,0.2855995,0.38105658,0.391482903,0.310604333,0.638996579,0.050399088,1427,6818,2861,0.662,0.647,0.797,0.563,-58.49630917,-10.32911278,241.73,503,672,2778.99,Região Turística Vale Do Juruena,D,Rural Remoto,23933.85,12404.21,47141.83,76229.39,159709.29,12485.05,172194.34,14430,11933.08,"Administração, defesa, educação e saúde públicas e seguridade social",,165,4,1,26,0,1,2,92,6,6,0,1,0,6,5,3,2,2,2,6,0,0,1,72,1,0,1,0,59487294,0,0.058165257,0.227260898,0,0,0,6.506180872,0.807785019,0.629973475,0.156498674,0.171308576,0.023541114,0.018678161,14913,1,0,0.4954,0.4482,0.088943107,0.448707996
Juruti,PA,1503903,0,0.000509706,0.199570998,0.646802171,0.418086055,0.346337499,0.589657625,0.064004877,12427,48876,4336,0.59,0.547,0.756,0.501,-56.09499769,-2.155252995,25.61,492,91,8305.45,Tapajós,D,Intermediário Remoto,129156.22,327497.36,232045.62,211083.73,899782.92,40368.58,940151.5,55179,17038.21,Indústrias extrativas,,204,1,0,11,0,1,12,109,3,8,4,0,0,6,10,2,11,4,3,19,0,0,3,147,1,3,1,3,9922650,177848466,0.005939411,0.038079005,0,0,0,1.757222183,0.739795268,0.676063616,0.167307803,0.136188781,0.017368089,0.003100419,56325,4,0,0.6097,0.603,0.084469216,0.527290054
Juscimeira,MT,5105200,0,0,0.327296588,0.273456295,0.737970254,0.240782454,0.644339063,0.114878483,44199,133643,1508,0.71,0.678,0.842,0.637,-54.88876094,-16.04468519,238.07,157,426,2720.48,Região Turística Vale Do São Lourenço,D,Rural Adjacente,96.81,70.2,57.92,62591.89,287525.84,17082.77,304608.61,11039,27593.86,"Agricultura, inclusive apoio à agricultura e a pós colheita",,174,3,1,7,4,0,7,75,33,18,1,0,0,9,2,3,6,2,0,3,0,0,4,329,0,1,0,1,0,64702526,0.146430155,0.176230599,0,0,0,35.4767184,0.85608049,0.570669392,0.177721002,0.191517629,0.045273378,0.014716403,10971,7,1,0.6089,0.4427,0.134599589,0.372176591
Jussara,GO,5212204,0,0.0004699,0.335874276,0.208300948,0.710593641,0.215870683,0.661866275,0.122263042,12969,48475,698,0.743,0.768,0.842,0.635,-50.86612659,-15.86634892,326.79,1091,1914,4085.36,Sem Região,Z,Intermediário Adjacente,120124.39,22624.15,182615.3,71239.7,396603.54,32042.83,428646.37,19292,22218.87,Demais serviços,45925994,657,10,1,55,0,5,16,396,20,35,6,3,1,20,25,3,15,16,6,24,0,0,1,25,2,2,2,2,86299753,538841834,0.299887018,0.356916124,0,0,0,16.14031312,0.865451887,0.543918919,0.182251448,0.19214527,0.072273166,0.009350869,19239,13,1,0.5771,0.6645,0.114590876,0.319454502
Jussara,BA,2918506,0,0,0.27843476,0.327845383,0.667486048,0.289340102,0.591022196,0.119637703,4352,1714,4835,0.57,0.544,0.72,0.476,-41.97973193,-11.05455495,626.76,103,168,1355.17,Sem Região,Z,Rural Adjacente,7.63,4820.12,28078.64,50569.53,91.1,2947.69,94044.98,16006,5875.61,"Administração, defesa, educação e saúde públicas e seguridade social",31794452,153,1,0,0,0,0,0,79,1,0,0,0,0,0,4,4,24,1,0,39,0,0,0,0,0,1,0,1,0,24794501,0.070817273,0.101848827,0,0,0,6.532958777,0.806803083,0.721590909,0.141222003,0.128540843,0.005846509,0.002799736,16006,6,0,0.5767,0.5237,0.234250513,0.385544148
Jussara,PR,4113007,0,0,0.319667171,0.099384761,0.896217852,0.21944632,0.648379473,0.132174207,27124,74792,1385,0.718,0.716,0.835,0.619,-52.4730408,-23.61632671,382.54,86,408,210.87,Sem Região,Z,Intermediário Adjacente,52166.31,8202.25,99913.69,31207.26,191.49,22084.35,213573.85,6995,30532.36,Comércio e reparação de veículos automotores e motocicletas,21397093,161,1,0,21,2,1,1,54,36,5,0,1,0,7,3,4,6,7,3,9,0,0,0,0,0,0,0,0,0,0,0.318058141,0.157811829,0,0,0,14.32049262,0.857791225,0.599294533,0.169312169,0.184832451,0.045679012,0.001058201,7026,0,0,0.4329,0.457,0.064845815,0.30061674
Jussari,BA,2918555,0,0.000463392,0.310163732,0.250996016,0.751776336,0.271419766,0.589891103,0.138689131,2352,4438,4904,0.57,0.577,0.699,0.451,-39.49493987,-15.1904563,185.18,120,196,329.19,Sem Região,Z,Rural Adjacente,15.53,2.3,10375.09,21890.3,50.09,960.6,51053.56,6324,8072.99,"Administração, defesa, educação e saúde públicas e seguridade social",,60,3,0,3,0,1,1,38,0,1,0,0,0,0,1,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0.049644188,0.069637411,0,0,0,16.94340901,0.829780661,0.725428146,0.120997766,0.123790022,0.02271035,0.007073716,6275,4,1,0.4798,0.5263,0.276433358,0.433172003
Jussiape,BA,2918605,0,0,0.296600672,0.597816961,0.381770639,0.2012394,0.614481409,0.184279191,1030,8729,4101,0.602,0.6,0.736,0.493,-41.59014201,-13.51295034,519.38,34,163,589.76,Chapada Diamantina,D,Rural Adjacente,11658.58,3.45,15490.15,23964.29,54563.94,2066.98,56630.91,7239,7823.03,"Administração, defesa, educação e saúde públicas e seguridade social",,146,2,0,6,0,1,1,74,3,3,0,0,0,3,4,2,14,6,0,27,0,0,1,25,0,0,0,0,0,0,0.085232594,0.189353731,0,0,0,31.22073057,0.878346408,0.710518855,0.120924298,0.152395804,0.014885172,0.001275872,7066,0,0,0.4856,0.4587,0.23566879,0.376079264
Jutaí,AM,1302306,0,0.002945754,0.155513562,0.307005004,0.584926634,0.421132649,0.523280122,0.055587229,1399,12440,5480,0.516,0.528,0.766,0.34,-66.77132755,-2.744646447,62.14,630,63,69457.42,Sem Região,Z,Intermediário Remoto,85197.35,7.55,31525.27,70075.44,194.35,3671.36,198020.64,16200,12223.5,"Administração, defesa, educação e saúde públicas e seguridade social",,37,0,0,2,0,0,2,28,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,18776192,0,0.000542263,0.036534942,0,0,0,6.778282383,0.676189418,0.785221108,0.114910406,0.073401282,0.019480519,0.006986684,15824,4,1,0.8004,0.694,0.279214913,0.553666749
